t [s],a [m/s^2]
6.7,0.03942053
6.705,0.01416707
6.71,-0.0108574
6.715,-0.03810686
6.72,-0.06330132
6.725,-0.08139379
6.73,-0.09272325
6.735,-0.1006327
6.74,-0.1062642
6.745,-0.1112056
6.75,-0.1157671
6.755,-0.1155786
6.76,-0.1061
6.765,-0.0875045
6.77,-0.06185496
6.775,-0.03052343
6.78,0.00564981
6.785,0.04715364
6.79,0.09109118
6.795,0.1344397
6.8,0.1774283
6.805,0.2210968
6.81,0.2642953
6.815,0.3023439
6.82,0.3313724
6.825,0.3519509
6.83,0.3632595
6.835,0.362398
6.84,0.3492965
6.845,0.3225851
6.85,0.2834536
6.855,0.2346722
6.86,0.1788807
6.865,0.1181592
6.87,0.05438876
6.875,-0.007062901
6.88,-0.06094817
6.885,-0.1032566
6.89,-0.1333781
6.895,-0.1510596
6.9,-0.157521
6.905,-0.1555525
6.91,-0.1491939
6.915,-0.1390254
6.92,-0.1265569
6.925,-0.1156783
6.93,-0.1048698
6.935,-0.09387226
6.94,-0.08539273
6.945,-0.07731619
6.95,-0.06955966
6.955,-0.06029912
6.96,-0.04542458
6.965,-0.02921305
6.97,-0.01356151
6.975,0.002910124
6.98,0.01960456
6.985,0.0383581
6.99,0.05673163
6.995,0.06725817
7,0.0667787
7.005,0.05749724
7.01,0.04278478
7.015,0.02374731
7.02,-0.0003982498
7.025,-0.02978361
7.03,-0.06163508
7.035,-0.09348054
7.04,-0.124192
7.045,-0.1497835
7.05,-0.1692749
7.055,-0.1827364
7.06,-0.1876579
7.065,-0.1842393
7.07,-0.1726608
7.075,-0.1496623
7.08,-0.1162537
7.085,-0.07691318
7.09,-0.03439564
7.095,0.009289494
7.1,0.05283143
7.105,0.09487597
7.11,0.1355575
7.115,0.176306
7.12,0.2168946
7.125,0.2587531
7.13,0.3031917
7.135,0.3500402
7.14,0.3992387
7.145,0.4516473
7.15,0.5047658
7.155,0.5519643
7.16,0.5878329
7.165,0.6087014
7.17,0.6119099
7.175,0.6000585
7.18,0.576417
7.185,0.5448455
7.19,0.5068341
7.195,0.4633526
7.2,0.4220712
7.205,0.3845497
7.21,0.3455882
7.215,0.3028668
7.22,0.2590253
7.225,0.2164538
7.23,0.1727824
7.235,0.1230609
7.24,0.06945845
7.245,0.01685998
7.25,-0.03841448
7.255,-0.09665195
7.26,-0.1535364
7.265,-0.2091779
7.27,-0.2630193
7.275,-0.3093508
7.28,-0.3467923
7.285,-0.3748437
7.29,-0.3911652
7.295,-0.3937567
7.3,-0.3809981
7.305,-0.3560896
7.31,-0.3233111
7.315,-0.2833425
7.32,-0.236764
7.325,-0.1880354
7.33,-0.1398369
7.335,-0.09161536
7.34,-0.04434783
7.345,0.0002176574
7.35,0.04214224
7.355,0.08186078
7.36,0.1195143
7.365,0.1534328
7.37,0.1822714
7.375,0.2065199
7.38,0.2254385
7.385,0.235587
7.39,0.2340155
7.395,0.2226941
7.4,0.2046726
7.405,0.1781311
7.41,0.1441397
7.415,0.1048982
7.42,0.06165375
7.425,0.01999129
7.43,-0.01599218
7.435,-0.04849564
7.44,-0.0767431
7.445,-0.09760357
7.45,-0.110542
7.455,-0.1158235
7.46,-0.116585
7.465,-0.1154664
7.47,-0.1108679
7.475,-0.1024693
7.48,-0.09061881
7.485,-0.07395428
7.49,-0.05224074
7.495,-0.0254482
7.5,0.004874731
7.505,0.03760287
7.51,0.0718334
7.515,0.1053989
7.52,0.1339775
7.525,0.153326
7.53,0.1635246
7.535,0.1668131
7.54,0.1647216
7.545,0.1563602
7.55,0.1399087
7.555,0.1200472
7.56,0.09971476
7.565,0.0768953
7.57,0.05232984
7.575,0.02810938
7.58,0.004734212
7.585,-0.01995655
7.59,-0.04924301
7.595,-0.08125348
7.6,-0.1115659
7.605,-0.1407074
7.61,-0.1677189
7.615,-0.1890703
7.62,-0.2063718
7.625,-0.2233033
7.63,-0.2395047
7.635,-0.2512762
7.64,-0.2605677
7.645,-0.2695091
7.65,-0.2749106
7.655,-0.274442
7.66,-0.2701135
7.665,-0.265365
7.67,-0.2596964
7.675,-0.2510579
7.68,-0.2409394
7.685,-0.2314108
7.69,-0.2221623
7.695,-0.2112838
7.7,-0.1989452
7.705,-0.1871667
7.71,-0.1744681
7.715,-0.1587196
7.72,-0.1400311
7.725,-0.1217225
7.73,-0.104994
7.735,-0.08817647
7.74,-0.07253493
7.745,-0.05784739
7.75,-0.04412185
7.755,-0.03452332
7.76,-0.02910778
7.765,-0.02438825
7.77,-0.02036671
7.775,-0.01938717
7.78,-0.02015964
7.785,-0.0193581
7.79,-0.01544257
7.795,-0.01000603
7.8,-0.005010593
7.805,-0.001847556
7.81,0.00132889
7.815,0.007377516
7.82,0.01459765
7.825,0.02333919
7.83,0.03358873
7.835,0.04120626
7.84,0.0447328
7.845,0.04597933
7.85,0.04324687
7.855,0.03785441
7.86,0.03318794
7.865,0.02813748
7.87,0.01874701
7.875,0.003634851
7.88,-0.01374591
7.885,-0.03076438
7.89,-0.04815984
7.895,-0.0630243
7.9,-0.07258876
7.905,-0.07857723
7.91,-0.08100169
7.915,-0.07821116
7.92,-0.07327563
7.925,-0.06714409
7.93,-0.05805255
7.935,-0.05033801
7.94,-0.04691248
7.945,-0.04454694
7.95,-0.0445824
7.955,-0.04757787
7.96,-0.04945633
7.965,-0.04859779
7.97,-0.04377826
7.975,-0.03401872
7.98,-0.02085319
7.985,-0.004190851
7.99,0.01787988
7.995,0.04267842
8,0.06714296
8.005,0.09013949
8.01,0.110714
8.015,0.1286326
8.02,0.1438911
8.025,0.1582696
8.03,0.1721882
8.035,0.1826467
8.04,0.1862652
8.045,0.1824138
8.05,0.1732823
8.055,0.1568509
8.06,0.1296694
8.065,0.09626693
8.07,0.06098447
8.075,0.023396
8.08,-0.01402246
8.085,-0.04995992
8.09,-0.08664939
8.095,-0.1212109
8.1,-0.1488923
8.105,-0.1702938
8.11,-0.1875652
8.115,-0.1974267
8.12,-0.1990882
8.125,-0.1961096
8.13,-0.1905211
8.135,-0.1813426
8.14,-0.165064
8.145,-0.1453255
8.15,-0.125277
8.155,-0.1015284
8.16,-0.07320988
8.165,-0.04373034
8.17,-0.01508881
8.175,0.01333173
8.18,0.04354126
8.185,0.0753488
8.19,0.1055313
8.195,0.1341299
8.2,0.1626984
8.205,0.1914469
8.21,0.2214755
8.215,0.252914
8.22,0.2844526
8.225,0.3159111
8.23,0.3457696
8.235,0.3746282
8.24,0.4038467
8.245,0.4306652
8.25,0.4535138
8.255,0.4738923
8.26,0.4904408
8.265,0.5047294
8.27,0.5182879
8.275,0.5284864
8.28,0.533555
8.285,0.5325735
8.29,0.5243921
8.295,0.5085206
8.3,0.4850291
8.305,0.4571377
8.31,0.4262862
8.315,0.3895147
8.32,0.3455433
8.325,0.2928318
8.33,0.2294604
8.335,0.1591089
8.34,0.08946843
8.345,0.02475796
8.35,-0.0358285
8.355,-0.09589797
8.36,-0.1552184
8.365,-0.2120199
8.37,-0.2652414
8.375,-0.3140728
8.38,-0.3554643
8.385,-0.3864458
8.39,-0.4089872
8.395,-0.4245587
8.4,-0.4325501
8.405,-0.4344016
8.41,-0.4336131
8.415,-0.4281445
8.42,-0.414496
8.425,-0.3957075
8.43,-0.3750989
8.435,-0.3522304
8.44,-0.3279119
8.445,-0.3034033
8.45,-0.2800148
8.455,-0.2604362
8.46,-0.2460177
8.465,-0.2364292
8.47,-0.2315806
8.475,-0.2318221
8.48,-0.2361436
8.485,-0.241695
8.49,-0.2454965
8.495,-0.246408
8.5,-0.2462294
8.505,-0.2454009
8.51,-0.2411394
8.515,-0.2328513
8.52,-0.2194256
8.525,-0.2037539
8.53,-0.18711
8.535,-0.1699669
8.54,-0.1537433
8.545,-0.1338372
8.55,-0.1071739
8.555,-0.07836905
8.56,-0.05049255
8.565,-0.02315374
8.57,0.002883908
8.575,0.02762845
8.58,0.05131176
8.585,0.07124739
8.59,0.08697189
8.595,0.09991547
8.6,0.1134272
8.605,0.128891
8.61,0.141879
8.615,0.1493333
8.62,0.1531693
8.625,0.1565682
8.63,0.1592381
8.635,0.159497
8.64,0.1575056
8.645,0.1535165
8.65,0.1475715
8.655,0.1394475
8.66,0.1294872
8.665,0.1180012
8.67,0.1036394
8.675,0.08385381
8.68,0.05989969
8.685,0.0342011
8.69,0.008003962
8.695,-0.01643899
8.7,-0.03965892
8.705,-0.06312042
8.71,-0.08445063
8.715,-0.1012358
8.72,-0.1147924
8.725,-0.125103
8.73,-0.1332488
8.735,-0.1426162
8.74,-0.1531973
8.745,-0.1635909
8.75,-0.1737295
8.755,-0.1829462
8.76,-0.1904313
8.765,-0.1951547
8.77,-0.194819
8.775,-0.1896266
8.78,-0.1820427
8.785,-0.1728746
8.79,-0.1618031
8.795,-0.1510383
8.8,-0.1416493
8.805,-0.1316232
8.81,-0.1207248
8.815,-0.1080465
8.82,-0.09290092
8.825,-0.07720004
8.83,-0.06000345
8.835,-0.04127532
8.84,-0.02272546
8.845,-0.003664633
8.85,0.014859
8.855,0.03290964
8.86,0.05352444
8.865,0.07597737
8.87,0.09807475
8.875,0.1186849
8.88,0.137157
8.885,0.1547679
8.89,0.172415
8.895,0.1887948
8.9,0.203872
8.905,0.2200115
8.91,0.2364206
8.915,0.2499493
8.92,0.2598161
8.925,0.2674926
8.93,0.2731974
8.935,0.2756803
8.94,0.2749834
8.945,0.27204
8.95,0.2682896
8.955,0.2646225
8.96,0.2631308
8.965,0.2626654
8.97,0.2588599
8.975,0.2520082
8.98,0.2435333
8.985,0.2318515
8.99,0.2166013
8.995,0.1986877
9,0.1792048
9.005,0.1595422
9.01,0.1394552
9.015,0.1188031
9.02,0.09923254
9.025,0.08093573
9.03,0.06291425
9.035,0.04423976
9.04,0.02501515
9.045,0.006688717
9.05,-0.01002074
9.055,-0.02437708
9.06,-0.03657632
9.065,-0.04810934
9.07,-0.05913139
9.075,-0.06889429
9.08,-0.07674056
9.085,-0.08140215
9.09,-0.08279211
9.095,-0.08178765
9.1,-0.07988125
9.105,-0.07764391
9.11,-0.07424092
9.115,-0.07010435
9.12,-0.06582927
9.125,-0.06297076
9.13,-0.0626346
9.135,-0.06338317
9.14,-0.06429507
9.145,-0.06623821
9.15,-0.06934007
9.155,-0.07348399
9.16,-0.07794341
9.165,-0.08275842
9.17,-0.08799232
9.175,-0.09371401
9.18,-0.09976926
9.185,-0.1056129
9.19,-0.1118686
9.195,-0.1184787
9.2,-0.1250294
9.205,-0.1316438
9.21,-0.137194
9.215,-0.139983
9.22,-0.1407566
9.225,-0.1403807
9.23,-0.1382524
9.235,-0.1342016
9.24,-0.1283723
9.245,-0.1215359
9.25,-0.1135994
9.255,-0.1038383
9.26,-0.09278321
9.265,-0.0821409
9.27,-0.07234648
9.275,-0.06261867
9.28,-0.0532962
9.285,-0.0449999
9.29,-0.03831792
9.295,-0.03296283
9.3,-0.02788148
9.305,-0.0236023
9.31,-0.02106449
9.315,-0.01969
9.32,-0.01973486
9.325,-0.02175884
9.33,-0.02533419
9.335,-0.02984107
9.34,-0.03450738
9.345,-0.03947097
9.35,-0.04434924
9.355,-0.04839148
9.36,-0.05160058
9.365,-0.05367372
9.37,-0.05463726
9.375,-0.05494788
9.38,-0.05463051
9.385,-0.05364601
9.39,-0.0520473
9.395,-0.0499505
9.4,-0.04696749
9.405,-0.04269978
9.41,-0.03730729
9.415,-0.0312277
9.42,-0.02431575
9.425,-0.01658016
9.43,-0.009248241
9.435,-0.002260878
9.44,0.005524207
9.445,0.0138606
9.45,0.02195502
9.455,0.02945535
9.46,0.03585768
9.465,0.04155448
9.47,0.04684561
9.475,0.05152167
9.48,0.05582666
9.485,0.05946508
9.49,0.06217904
9.495,0.06458727
9.5,0.06666248
9.505,0.06837955
9.51,0.07028412
9.515,0.0724377
9.52,0.07444887
9.525,0.07631527
9.53,0.07813466
9.535,0.07995851
9.54,0.0812947
9.545,0.08171147
9.55,0.08099001
9.555,0.07900378
9.56,0.07615799
9.565,0.07252273
9.57,0.06750992
9.575,0.06116071
9.58,0.05458095
9.585,0.04819414
9.59,0.0413063
9.595,0.03431509
9.6,0.02838963
9.605,0.02367035
9.61,0.01951791
9.615,0.01589717
9.62,0.01308885
9.625,0.01103896
9.63,0.009470405
9.635,0.008377507
9.64,0.007917912
9.645,0.007909934
9.65,0.008357
9.655,0.009078066
9.66,0.009579211
9.665,0.009843604
9.67,0.0100738
9.675,0.01045989
9.68,0.01111231
9.685,0.01181534
9.69,0.01244867
9.695,0.0132008
9.7,0.01394611
9.705,0.01427344
9.71,0.01423367
9.715,0.01386895
9.72,0.01311087
9.725,0.01210112
9.73,0.01083639
9.735,0.009202671
9.74,0.007553678
9.745,0.006132369
9.75,0.004811522
9.755,0.003536697
9.76,0.002216334
9.765,0.0009601793
9.77,-5.378668e-05
9.775,-0.0008326371
9.78,-0.001413631
9.785,-0.001897525
9.79,-0.002346214
9.795,-0.002752706
9.8,-0.003194209
9.805,-0.003724631
9.81,-0.004260357
9.815,-0.004816282
9.82,-0.005385552
9.825,-0.005771153
9.83,-0.005989518
9.835,-0.006191794
9.84,-0.006332916
9.845,-0.006353797
9.85,-0.00622633
9.855,-0.005929946
9.86,-0.00547623
9.865,-0.00493496
9.87,-0.004413049
9.875,-0.003912527
9.88,-0.003349325
9.885,-0.002705956
9.89,-0.002047488
9.895,-0.001411967
9.9,-0.0007929501
9.905,-0.0002457932
9.91,0.000164723
9.915,0.0004395958
9.92,0.0005838693
9.925,0.0006051055
9.93,0.0005500818
9.935,0.0004403924
9.94,0.0002725332
9.945,7.878883e-05
9.95,-8.527703e-05
9.955,-0.0002005446
9.96,-0.0002956857
9.965,-0.0003675887
9.97,-0.0003879135
9.975,-0.0003630143
9.98,-0.0003157097
9.985,-0.0002550612
9.99,-0.0001843688
9.995,-0.0001102607
10,-4.231866e-05
