t [s],a [m/s^2]
6.695,-0.3251663
6.7,-0.3397357
6.705,-0.3435752
6.71,-0.3401247
6.715,-0.3388941
6.72,-0.3398236
6.725,-0.338943
6.73,-0.3352825
6.735,-0.329042
6.74,-0.3208314
6.745,-0.3198409
6.75,-0.3298404
6.755,-0.3493198
6.76,-0.3725293
6.765,-0.3929687
6.77,-0.4109482
6.775,-0.4263276
6.78,-0.4449571
6.785,-0.4694866
6.79,-0.492956
6.795,-0.5078355
6.8,-0.517435
6.805,-0.5264944
6.81,-0.5372439
6.815,-0.5499533
6.82,-0.5616128
6.825,-0.5695623
6.83,-0.5604317
6.835,-0.5370112
6.84,-0.5122806
6.845,-0.4787601
6.85,-0.4305096
6.855,-0.3834591
6.86,-0.3481885
6.865,-0.315648
6.87,-0.2868874
6.875,-0.2618569
6.88,-0.2339764
6.885,-0.2097258
6.89,-0.1901053
6.895,-0.1663147
6.9,-0.1378542
6.905,-0.1034137
6.91,-0.05571913
6.915,0.00121951
6.92,0.06593095
6.925,0.1396885
6.93,0.215269
6.935,0.2943896
6.94,0.3675701
6.945,0.4355906
6.95,0.5013312
6.955,0.5509617
6.96,0.5788423
6.965,0.5841128
6.97,0.5695433
6.975,0.5407639
6.98,0.5019544
6.985,0.459545
6.99,0.4194155
6.995,0.388076
7,0.3712666
7.005,0.3585371
7.01,0.3480776
7.015,0.3435582
7.02,0.3435487
7.025,0.3433492
7.03,0.3388298
7.035,0.3290203
7.04,0.3097908
7.045,0.2762414
7.05,0.2279719
7.055,0.1703225
7.06,0.112863
7.065,0.05932856
7.07,0.007277493
7.075,-0.04197437
7.08,-0.08359583
7.085,-0.1145043
7.09,-0.1366837
7.095,-0.1423232
7.1,-0.1333627
7.105,-0.1121921
7.11,-0.0763116
7.115,-0.03520306
7.12,0.005739875
7.125,0.04113601
7.13,0.07409655
7.135,0.1025111
7.14,0.1229616
7.145,0.1362322
7.15,0.1319227
7.155,0.1079232
7.16,0.07415078
7.165,0.03564032
7.17,-0.007630943
7.175,-0.05091361
7.18,-0.08450007
7.185,-0.1037235
7.19,-0.113703
7.195,-0.1178125
7.2,-0.1136819
7.205,-0.1036414
7.21,-0.08945784
7.215,-0.0700813
7.22,-0.04597776
7.225,-0.02237822
7.23,-0.002324785
7.235,0.01598985
7.24,0.03129239
7.245,0.04483893
7.25,0.06020547
7.255,0.07879101
7.26,0.09311854
7.265,0.1035551
7.27,0.1170756
7.275,0.1272262
7.28,0.1270467
7.285,0.1173872
7.29,0.1033378
7.295,0.08802331
7.3,0.07482485
7.305,0.06893139
7.31,0.06470893
7.315,0.05963546
7.32,0.059975
7.325,0.06905454
7.33,0.08410608
7.335,0.1027726
7.34,0.1224232
7.345,0.1416337
7.35,0.1555342
7.355,0.1613348
7.36,0.1601853
7.365,0.1468858
7.37,0.1169064
7.375,0.06983692
7.38,0.01146846
7.385,-0.055833
7.39,-0.1274815
7.395,-0.1953609
7.4,-0.2575604
7.405,-0.3102998
7.41,-0.3494193
7.415,-0.3721788
7.42,-0.3788982
7.425,-0.3719177
7.43,-0.3495471
7.435,-0.3248166
7.44,-0.3057961
7.445,-0.2857856
7.45,-0.268405
7.455,-0.2611345
7.46,-0.2585239
7.465,-0.2620034
7.47,-0.2672229
7.475,-0.2673823
7.48,-0.2622318
7.485,-0.2528912
7.49,-0.2431707
7.495,-0.2335402
7.5,-0.2191396
7.505,-0.1950491
7.51,-0.1614885
7.515,-0.123008
7.52,-0.08438047
7.525,-0.05102793
7.53,-0.0267514
7.535,-0.007496657
7.54,0.01163368
7.545,0.03074422
7.55,0.05057076
7.555,0.06890029
7.56,0.07936484
7.565,0.08366738
7.57,0.08390091
7.575,0.07899645
7.58,0.06931499
7.585,0.05987053
7.59,0.05507806
7.595,0.0499076
7.6,0.04056614
7.605,0.03611868
7.61,0.04003521
7.615,0.04555875
7.62,0.05515829
7.625,0.06906983
7.63,0.07929837
7.635,0.08361391
7.64,0.08410145
7.645,0.08348998
7.65,0.08418252
7.655,0.08851406
7.66,0.0931796
7.665,0.09896313
7.67,0.1070187
7.675,0.1133992
7.68,0.1220398
7.685,0.1318003
7.69,0.1419108
7.695,0.1557614
7.7,0.1703119
7.705,0.1853524
7.71,0.198593
7.715,0.2047435
7.72,0.2083341
7.725,0.2143246
7.73,0.2226451
7.735,0.2290157
7.74,0.2317662
7.745,0.2344168
7.75,0.2412373
7.755,0.2434978
7.76,0.2420484
7.765,0.2382389
7.77,0.2275394
7.775,0.20958
7.78,0.1892405
7.785,0.1655411
7.79,0.1422716
7.795,0.1211521
7.8,0.09967367
7.805,0.08249821
7.81,0.06591474
7.815,0.04894328
7.82,0.03192182
7.825,0.02103636
7.83,0.0111439
7.835,0.003210334
7.84,0.005780272
7.845,0.01243251
7.85,0.02110705
7.855,0.02609059
7.86,0.02132113
7.865,0.01193666
7.87,0.001761101
7.875,-0.01197626
7.88,-0.03198072
7.885,-0.05986419
7.89,-0.09490465
7.895,-0.1316171
7.9,-0.1620466
7.905,-0.190056
7.91,-0.2141455
7.915,-0.228815
7.92,-0.2383544
7.925,-0.2476239
7.93,-0.2583233
7.935,-0.2657328
7.94,-0.2689923
7.945,-0.2750317
7.95,-0.2779012
7.955,-0.2812606
7.96,-0.2812601
7.965,-0.2724696
7.97,-0.261989
7.975,-0.2528385
7.98,-0.248018
7.985,-0.2477674
7.99,-0.2480469
7.995,-0.2476963
8,-0.2484458
8.005,-0.2470353
8.01,-0.2394347
8.015,-0.2275142
8.02,-0.2104136
8.025,-0.1945231
8.03,-0.1805126
8.035,-0.171592
8.04,-0.1701715
8.045,-0.171741
8.05,-0.1799604
8.055,-0.1957199
8.06,-0.2133594
8.065,-0.2250088
8.07,-0.2273183
8.075,-0.2204277
8.08,-0.2132472
8.085,-0.2050267
8.09,-0.1999861
8.095,-0.1994256
8.1,-0.195365
8.105,-0.1851645
8.11,-0.166434
8.115,-0.1368734
8.12,-0.09953689
8.125,-0.05959135
8.13,-0.01795781
8.135,0.02211572
8.14,0.05943426
8.145,0.0886398
8.15,0.1131403
8.155,0.1412709
8.16,0.1706014
8.165,0.199462
8.17,0.2279425
8.175,0.257293
8.18,0.2907436
8.185,0.3242341
8.19,0.3533247
8.195,0.3823452
8.2,0.4106757
8.205,0.4304363
8.21,0.4397668
8.215,0.4398773
8.22,0.4302779
8.225,0.4108684
8.23,0.3868789
8.235,0.3682395
8.24,0.35236
8.245,0.3301706
8.25,0.3044311
8.255,0.2768717
8.26,0.2517122
8.265,0.2337927
8.27,0.2224133
8.275,0.2147338
8.28,0.2132143
8.285,0.2090649
8.29,0.1948554
8.295,0.169966
8.3,0.1373965
8.305,0.107547
8.31,0.08406556
8.315,0.0650011
8.32,0.03985564
8.325,0.003004674
8.33,-0.03685129
8.335,-0.07940875
8.34,-0.1229792
8.345,-0.1564587
8.35,-0.1709581
8.355,-0.1708276
8.36,-0.1714371
8.365,-0.1797165
8.37,-0.191206
8.375,-0.1988954
8.38,-0.1907149
8.385,-0.1707044
8.39,-0.1518138
8.395,-0.1421833
8.4,-0.1417627
8.405,-0.1474322
8.41,-0.1560017
8.415,-0.1615311
8.42,-0.1663906
8.425,-0.1703701
8.43,-0.1714495
8.435,-0.175659
8.44,-0.1801585
8.445,-0.1812179
8.45,-0.1798274
8.455,-0.1716768
8.46,-0.1556363
8.465,-0.1334958
8.47,-0.1075652
8.475,-0.07501668
8.48,-0.04645514
8.485,-0.0257856
8.49,-0.003464766
8.495,0.01729047
8.5,0.03035401
8.505,0.03176055
8.51,0.02073417
8.515,-0.002467906
8.52,-0.02596881
8.525,-0.04069878
8.53,-0.04938398
8.535,-0.04895291
8.54,-0.03991544
8.545,-0.03043151
8.55,-0.01582035
8.555,0.01087449
8.56,0.03848924
8.565,0.05636778
8.57,0.06511876
8.575,0.06894946
8.58,0.0735491
8.585,0.08168203
8.59,0.08553036
8.595,0.08109359
8.6,0.0760817
8.605,0.07550345
8.61,0.07990712
8.615,0.08739807
8.62,0.0919546
8.625,0.09059205
8.63,0.08668322
8.635,0.09006249
8.64,0.1016968
8.645,0.1189054
8.65,0.1411908
8.655,0.1673647
8.66,0.1968493
8.665,0.2176041
8.67,0.2279487
8.675,0.2304678
8.68,0.2256823
8.685,0.2162414
8.69,0.1987859
8.695,0.1750293
8.7,0.1537246
8.705,0.1335022
8.71,0.1141782
8.715,0.09706426
8.72,0.07829921
8.725,0.06226922
8.73,0.05097942
8.735,0.03476735
8.74,0.01000849
8.745,-0.01411189
8.75,-0.03049585
8.755,-0.03580345
8.76,-0.03768067
8.765,-0.04229758
8.77,-0.05190067
8.775,-0.06291057
8.78,-0.07274623
8.785,-0.08323006
8.79,-0.09643167
8.795,-0.1101535
8.8,-0.119156
8.805,-0.1229662
8.81,-0.1243533
8.815,-0.1211856
8.82,-0.1165118
8.825,-0.1125798
8.83,-0.1085167
8.835,-0.1045115
8.84,-0.1006324
8.845,-0.09639478
8.85,-0.09317114
8.855,-0.09170781
8.86,-0.08867639
8.865,-0.08449878
8.87,-0.07762504
8.875,-0.06791975
8.88,-0.06081085
8.885,-0.06111588
8.89,-0.0658741
8.895,-0.06642482
8.9,-0.06224319
8.905,-0.05599687
8.91,-0.05298122
8.915,-0.05478397
8.92,-0.05823296
8.925,-0.06606725
8.93,-0.07753095
8.935,-0.0885223
8.94,-0.09639806
8.945,-0.101839
8.95,-0.1060212
8.955,-0.1092043
8.96,-0.1099664
8.965,-0.1019273
8.97,-0.08664092
8.975,-0.07020136
8.98,-0.05820726
8.985,-0.0531734
8.99,-0.05186028
8.995,-0.04704719
9,-0.03806806
9.005,-0.0278462
9.01,-0.01956811
9.015,-0.01167264
9.02,-0.001537715
9.025,0.008900447
9.03,0.0161557
9.035,0.01850506
9.04,0.02132067
9.045,0.02779811
9.05,0.0331304
9.055,0.03726233
9.06,0.04448498
9.065,0.05830771
9.07,0.0767948
9.075,0.09490626
9.08,0.1107081
9.085,0.123232
9.09,0.1318094
9.095,0.1396562
9.1,0.1474059
9.105,0.1531199
9.11,0.1562239
9.115,0.1545232
9.12,0.1497829
9.125,0.145163
9.13,0.1385052
9.135,0.1325798
9.14,0.1271774
9.145,0.1201676
9.15,0.112541
9.155,0.1035568
9.16,0.09445423
9.165,0.08756554
9.17,0.08281821
9.175,0.07801265
9.18,0.07162251
9.185,0.06296109
9.19,0.05101172
9.195,0.03706405
9.2,0.02360371
9.205,0.01194412
9.21,0.002859592
9.215,-0.003087608
9.22,-0.006233908
9.225,-0.006656932
9.23,-0.006136871
9.235,-0.006451152
9.24,-0.009670972
9.245,-0.01485791
9.25,-0.01982539
9.255,-0.02482098
9.26,-0.03114865
9.265,-0.03933184
9.27,-0.04876453
9.275,-0.05628718
9.28,-0.06087819
9.285,-0.06465279
9.29,-0.06759094
9.295,-0.06789296
9.3,-0.06472203
9.305,-0.0603593
9.31,-0.05563924
9.315,-0.05172687
9.32,-0.04841626
9.325,-0.04470384
9.33,-0.04166419
9.335,-0.04076654
9.34,-0.04078952
9.345,-0.03984904
9.35,-0.03698793
9.355,-0.03505648
9.36,-0.03467276
9.365,-0.03277404
9.37,-0.03012413
9.375,-0.02935285
9.38,-0.02919533
9.385,-0.03023842
9.39,-0.03339151
9.395,-0.03688576
9.4,-0.04148731
9.405,-0.04666137
9.41,-0.05016925
9.415,-0.05271329
9.42,-0.05453889
9.425,-0.05736628
9.43,-0.06226072
9.435,-0.0658264
9.44,-0.06643731
9.445,-0.06509
9.45,-0.06140945
9.455,-0.05599464
9.46,-0.04908993
9.465,-0.0420658
9.47,-0.03661597
9.475,-0.0305762
9.48,-0.02176497
9.485,-0.01310627
9.49,-0.006493433
9.495,-0.002368499
9.5,0.0003663962
9.505,0.003201284
9.51,0.006755527
9.515,0.011186
9.52,0.01625593
9.525,0.02137197
9.53,0.02506414
9.535,0.02669319
9.54,0.02762302
9.545,0.02817699
9.55,0.02927058
9.555,0.03118161
9.56,0.03214645
9.565,0.03169171
9.57,0.03188053
9.575,0.03352702
9.58,0.03511995
9.585,0.03592262
9.59,0.03677296
9.595,0.03730622
9.6,0.03612896
9.605,0.03403094
9.61,0.03212705
9.615,0.03090224
9.62,0.03024329
9.625,0.02974632
9.63,0.02908839
9.635,0.02736162
9.64,0.02447755
9.645,0.02176798
9.65,0.02012876
9.655,0.01922684
9.66,0.01878516
9.665,0.01839527
9.67,0.01744823
9.675,0.01612803
9.68,0.01519783
9.685,0.01494673
9.69,0.01493338
9.695,0.01428772
9.7,0.01243583
9.705,0.009285852
9.71,0.006018683
9.715,0.003032051
9.72,0.0001681563
9.725,-0.002168793
9.73,-0.003613455
9.735,-0.00426975
9.74,-0.004479357
9.745,-0.004382891
9.75,-0.00392026
9.755,-0.002760947
9.76,-0.00152144
9.765,-0.001376872
9.77,-0.001970128
9.775,-0.00277846
9.78,-0.003800493
9.785,-0.00474115
9.79,-0.005390505
9.795,-0.005927762
9.8,-0.006483017
9.805,-0.006910173
9.81,-0.006912604
9.815,-0.006618956
9.82,-0.006389991
9.825,-0.006313785
9.83,-0.006041253
9.835,-0.005640625
9.84,-0.005527403
9.845,-0.005635763
9.85,-0.005851917
9.855,-0.006016883
9.86,-0.00587631
9.865,-0.005424138
9.87,-0.004889111
9.875,-0.004499094
9.88,-0.004102537
9.885,-0.003572209
9.89,-0.003007442
9.895,-0.002361926
9.9,-0.00174076
9.905,-0.00130866
9.91,-0.00102457
9.915,-0.0008474126
9.92,-0.0008628234
9.925,-0.001004634
9.93,-0.001207499
9.935,-0.001296712
9.94,-0.00124209
9.945,-0.001143578
9.95,-0.001033673
9.955,-0.000899691
9.96,-0.0007421256
9.965,-0.0005583473
9.97,-0.0003733418
9.975,-0.0002277354
9.98,-0.0001214516
9.985,-5.043148e-05
9.99,-1.863851e-05
9.995,-1.013728e-05
10,-4.76476e-06
