t [s],a [m/s^2]
6.705,0.2702927
6.71,0.2437992
6.715,0.2227156
6.72,0.2048821
6.725,0.1847986
6.73,0.156695
6.735,0.1179815
6.74,0.07008293
6.745,0.01783638
6.75,-0.03550116
6.755,-0.09219271
6.76,-0.1556863
6.765,-0.2255698
6.77,-0.2996433
6.775,-0.3791169
6.78,-0.4618304
6.785,-0.5426739
6.79,-0.6143875
6.795,-0.6720011
6.8,-0.7158746
6.805,-0.7425681
6.81,-0.7455017
6.815,-0.7230952
6.82,-0.6779088
6.825,-0.6194523
6.83,-0.5515459
6.835,-0.4762494
6.84,-0.404303
6.845,-0.3409165
6.85,-0.28442
6.855,-0.2371536
6.86,-0.1966571
6.865,-0.1560507
6.87,-0.1163242
6.875,-0.07782677
6.88,-0.04092331
6.885,-0.006014455
6.89,0.0322496
6.895,0.07368106
6.9,0.1144545
6.905,0.155611
6.91,0.1945874
6.915,0.2289439
6.92,0.2559003
6.925,0.2719268
6.93,0.2808233
6.935,0.2854797
6.94,0.2857262
6.945,0.2854326
6.95,0.2910891
6.955,0.3038855
6.96,0.319912
6.965,0.3380984
6.97,0.3571149
6.975,0.3774514
6.98,0.3998278
6.985,0.4203943
6.99,0.4380207
6.995,0.4545972
7,0.4667336
7.005,0.4626201
7.01,0.4401765
7.015,0.403843
7.02,0.3538994
7.025,0.2943459
7.03,0.2287424
7.035,0.1604188
7.04,0.09440528
7.045,0.03649773
7.05,-0.01176581
7.055,-0.04962336
7.06,-0.0730149
7.065,-0.08440845
7.07,-0.09166099
7.075,-0.09831953
7.08,-0.1071731
7.085,-0.1162266
7.09,-0.1222502
7.095,-0.1258737
7.1,-0.1266572
7.105,-0.1258908
7.11,-0.1271743
7.115,-0.1304579
7.12,-0.1312014
7.125,-0.131595
7.13,-0.1356985
7.135,-0.1407021
7.14,-0.1453556
7.145,-0.1558291
7.15,-0.1779627
7.155,-0.2136662
7.16,-0.2645898
7.165,-0.3275333
7.17,-0.3999369
7.175,-0.4796804
7.18,-0.563314
7.185,-0.6476475
7.19,-0.724871
7.195,-0.7925546
7.2,-0.8536881
7.205,-0.9073517
7.21,-0.9500652
7.215,-0.9779688
7.22,-0.9943823
7.225,-1.006496
7.23,-1.012999
7.235,-1.011703
7.24,-1.003106
7.245,-0.9885401
7.25,-0.9636736
7.255,-0.9223971
7.26,-0.8625407
7.265,-0.7840342
7.27,-0.6897777
7.275,-0.5830513
7.28,-0.4697548
7.285,-0.3527984
7.29,-0.2355019
7.295,-0.1224455
7.3,-0.02090802
7.305,0.06531844
7.31,0.1363639
7.315,0.1948404
7.32,0.2469568
7.325,0.2950333
7.33,0.3378897
7.335,0.3767162
7.34,0.4147426
7.345,0.4526791
7.35,0.4918855
7.355,0.534472
7.36,0.5770184
7.365,0.6168049
7.37,0.6537814
7.375,0.6829978
7.38,0.7023843
7.385,0.7161307
7.39,0.7270372
7.395,0.7298737
7.4,0.7169401
7.405,0.6926866
7.41,0.664113
7.415,0.6292394
7.42,0.5882859
7.425,0.5484624
7.43,0.5101588
7.435,0.4724853
7.44,0.4391718
7.445,0.4084382
7.45,0.3781147
7.455,0.3510711
7.46,0.3242176
7.465,0.295054
7.47,0.2608605
7.475,0.2185969
7.48,0.1703634
7.485,0.1174399
7.49,0.06019131
7.495,0.002787462
7.5,-0.05008378
7.505,-0.09772933
7.51,-0.1412879
7.515,-0.1791714
7.52,-0.207475
7.525,-0.2282585
7.53,-0.2454121
7.535,-0.2562856
7.54,-0.2607591
7.545,-0.2606727
7.55,-0.2556662
7.555,-0.2469198
7.56,-0.2361033
7.565,-0.2229769
7.57,-0.2077804
7.575,-0.1889139
7.58,-0.1650175
7.585,-0.136341
7.59,-0.1025046
7.595,-0.06446312
7.6,-0.02655566
7.605,0.008454791
7.61,0.03938725
7.615,0.0662837
7.62,0.09303516
7.625,0.1169806
7.63,0.1378671
7.635,0.1597135
7.64,0.18021
7.645,0.1989464
7.65,0.2180129
7.655,0.2375993
7.66,0.2558858
7.665,0.2715023
7.67,0.2847387
7.675,0.2947752
7.68,0.3045916
7.685,0.3187081
7.69,0.3374746
7.695,0.362191
7.7,0.3956074
7.705,0.4329439
7.71,0.4677504
7.715,0.5006668
7.72,0.5296533
7.725,0.5478697
7.73,0.5544662
7.735,0.5528727
7.74,0.5390391
7.745,0.5103555
7.75,0.472132
7.755,0.4289085
7.76,0.3804449
7.765,0.3288714
7.77,0.2802378
7.775,0.2364643
7.78,0.2002108
7.785,0.1737272
7.79,0.1516137
7.795,0.1315301
7.8,0.1130066
7.805,0.09294903
7.81,0.06973648
7.815,0.04609694
7.82,0.02053039
7.825,-0.01079465
7.83,-0.04601669
7.835,-0.08391224
7.84,-0.1212118
7.845,-0.1563753
7.85,-0.1936789
7.855,-0.2316824
7.86,-0.266716
7.865,-0.2977395
7.87,-0.3250231
7.875,-0.3501266
7.88,-0.3720801
7.885,-0.3950337
7.89,-0.4184872
7.895,-0.4380808
7.9,-0.4578743
7.905,-0.4806778
7.91,-0.5005514
7.915,-0.5143349
7.92,-0.5253685
7.925,-0.5326321
7.93,-0.5299356
7.935,-0.5191691
7.94,-0.5053527
7.945,-0.4908162
7.95,-0.4760998
7.955,-0.4627333
7.96,-0.4520268
7.965,-0.4428504
7.97,-0.4386439
7.975,-0.4428175
7.98,-0.451671
7.985,-0.4639346
7.99,-0.4791381
7.995,-0.4923517
8,-0.5049452
8.005,-0.5139087
8.01,-0.5161223
8.015,-0.5138758
8.02,-0.5052194
8.025,-0.4917729
8.03,-0.4752565
8.035,-0.45347
8.04,-0.4284135
8.045,-0.3996171
8.05,-0.3665506
8.055,-0.3330942
8.06,-0.2991877
8.065,-0.2605213
8.07,-0.2190648
8.075,-0.1786984
8.08,-0.1367919
8.085,-0.09379545
8.09,-0.05023799
8.095,-0.001944443
8.1,0.04940292
8.105,0.09811938
8.11,0.1469768
8.115,0.1971333
8.12,0.2431798
8.125,0.2840762
8.13,0.3184026
8.135,0.3480891
8.14,0.3744656
8.145,0.3965485
8.15,0.4178135
8.155,0.4393184
8.16,0.4609134
8.165,0.4826783
8.17,0.5041832
8.175,0.5203882
8.18,0.5287431
8.185,0.5298281
8.19,0.5238231
8.195,0.510638
8.2,0.4908229
8.205,0.4620879
8.21,0.4236529
8.215,0.3817878
8.22,0.3408228
8.225,0.3011377
8.23,0.2644327
8.235,0.2281476
8.24,0.1939126
8.245,0.1650575
8.25,0.1414325
8.255,0.1222574
8.26,0.1070124
8.265,0.09935731
8.27,0.1019823
8.275,0.1082372
8.28,0.1124222
8.285,0.1126271
8.29,0.1077921
8.295,0.09795301
8.3,0.08452496
8.305,0.06846391
8.31,0.05104486
8.315,0.03627381
8.32,0.02026776
8.325,-0.0007744189
8.33,-0.02246834
8.335,-0.04517639
8.34,-0.06915044
8.345,-0.09364448
8.35,-0.1214985
8.355,-0.1562336
8.36,-0.1980686
8.365,-0.2417937
8.37,-0.2850987
8.375,-0.3275238
8.38,-0.3664588
8.385,-0.3995039
8.39,-0.4240389
8.395,-0.437144
8.4,-0.439179
8.405,-0.4321641
8.41,-0.4146391
8.415,-0.3896242
8.42,-0.3621692
8.425,-0.3316243
8.43,-0.2949693
8.435,-0.2558644
8.44,-0.2176094
8.445,-0.1794545
8.45,-0.1409895
8.455,-0.1027146
8.46,-0.06488063
8.465,-0.02527568
8.47,0.01626327
8.475,0.05533822
8.48,0.09397217
8.485,0.1365651
8.49,0.1797201
8.495,0.218325
8.5,0.2517
8.505,0.2805249
8.51,0.3028817
8.515,0.3200229
8.52,0.3338661
8.525,0.3439789
8.53,0.3492652
8.535,0.3552787
8.54,0.3634743
8.545,0.3700438
8.55,0.3737212
8.555,0.3756717
8.56,0.3737278
8.565,0.3673475
8.57,0.3616719
8.575,0.3582915
8.58,0.35343
8.585,0.3463557
8.59,0.3360322
8.595,0.3207894
8.6,0.3024021
8.605,0.2828974
8.61,0.2600265
8.615,0.2330971
8.62,0.2064277
8.625,0.1838829
8.63,0.1661717
8.635,0.1531134
8.64,0.1431326
8.645,0.134704
8.65,0.1300873
8.655,0.1282811
8.66,0.1248156
8.665,0.1189335
8.67,0.1112383
8.675,0.1017113
8.68,0.08974539
8.685,0.07714991
8.69,0.06548058
8.695,0.05173483
8.7,0.03460957
8.705,0.01637751
8.71,-0.00514097
8.715,-0.02867077
8.72,-0.05101949
8.725,-0.07350563
8.73,-0.09960397
8.735,-0.1282591
8.74,-0.1539991
8.745,-0.1748076
8.75,-0.1926733
8.755,-0.2089157
8.76,-0.2229027
8.765,-0.2355964
8.77,-0.2481904
8.775,-0.2620652
8.78,-0.2762871
8.785,-0.2871206
8.79,-0.2942536
8.795,-0.2968611
8.8,-0.294831
8.805,-0.2887715
8.81,-0.2819792
8.815,-0.2779526
8.82,-0.2747517
8.825,-0.271796
8.83,-0.2675076
8.835,-0.2586883
8.84,-0.2440362
8.845,-0.2265694
8.85,-0.2086898
8.855,-0.1873073
8.86,-0.1622339
8.865,-0.1373031
8.87,-0.1118393
8.875,-0.08667555
8.88,-0.06295452
8.885,-0.03914174
8.89,-0.01663943
8.895,0.00447824
8.9,0.02586496
8.905,0.04677502
8.91,0.06360109
8.915,0.07648776
8.92,0.08927842
8.925,0.1013365
8.93,0.1113637
8.935,0.1206345
8.94,0.1293596
8.945,0.1359203
8.95,0.1424543
8.955,0.1497274
8.96,0.1580128
8.965,0.1668941
8.97,0.1714153
8.975,0.170855
8.98,0.1685763
8.985,0.1654521
8.99,0.1613958
8.995,0.1543511
9,0.1435517
9.005,0.131609
9.01,0.1175087
9.015,0.0989114
9.02,0.07781723
9.025,0.056839
9.03,0.03605703
9.035,0.0166954
9.04,0.0005331707
9.045,-0.01287237
9.05,-0.02374477
9.055,-0.03228914
9.06,-0.03720551
9.065,-0.03932157
9.07,-0.04133948
9.075,-0.04318225
9.08,-0.04302822
9.085,-0.04033776
9.09,-0.03534525
9.095,-0.02851344
9.1,-0.02105158
9.105,-0.01503642
9.11,-0.01176588
9.115,-0.01004284
9.12,-0.01013074
9.125,-0.01140811
9.13,-0.01222459
9.135,-0.01366136
9.14,-0.01580935
9.145,-0.017803
9.15,-0.01962139
9.155,-0.02150337
9.16,-0.02356955
9.165,-0.02487637
9.17,-0.02512057
9.175,-0.02672032
9.18,-0.03040724
9.185,-0.03371521
9.19,-0.03589606
9.195,-0.03882657
9.2,-0.04260444
9.205,-0.04575495
9.21,-0.047023
9.215,-0.04725141
9.22,-0.04757075
9.225,-0.04808313
9.23,-0.05074357
9.235,-0.05539745
9.24,-0.06052836
9.245,-0.06632906
9.25,-0.07310561
9.255,-0.08028144
9.26,-0.08644441
9.265,-0.09243891
9.27,-0.09914811
9.275,-0.1053483
9.28,-0.1099659
9.285,-0.1126405
9.29,-0.1143611
9.295,-0.1145696
9.3,-0.1121556
9.305,-0.1077377
9.31,-0.1018224
9.315,-0.095443
9.32,-0.08910196
9.325,-0.08143085
9.33,-0.07317726
9.335,-0.06507826
9.34,-0.05601459
9.345,-0.04548651
9.35,-0.03415522
9.355,-0.02243073
9.36,-0.01049456
9.365,0.0007013271
9.37,0.01090087
9.375,0.02030014
9.38,0.02855769
9.385,0.03510908
9.39,0.04054502
9.395,0.04531099
9.4,0.04948368
9.405,0.05261572
9.41,0.05424784
9.415,0.05481125
9.42,0.05533129
9.425,0.05570776
9.43,0.05480374
9.435,0.05343446
9.44,0.05337774
9.445,0.05396625
9.45,0.05431394
9.455,0.05461825
9.46,0.05494364
9.465,0.05514153
9.47,0.05554653
9.475,0.05662175
9.48,0.05795475
9.485,0.05884701
9.49,0.05934773
9.495,0.05989265
9.5,0.06041416
9.505,0.06104666
9.51,0.06116017
9.515,0.06022405
9.52,0.05842333
9.525,0.05579644
9.53,0.052239
9.535,0.04833576
9.54,0.04473167
9.545,0.04104285
9.55,0.03702509
9.555,0.03245891
9.56,0.02742974
9.565,0.02220972
9.57,0.01667617
9.575,0.01132094
9.58,0.006615383
9.585,0.00238533
9.59,-0.001205813
9.595,-0.003936178
9.6,-0.005818225
9.605,-0.007109192
9.61,-0.008245763
9.615,-0.009310772
9.62,-0.01043898
9.625,-0.01211311
9.63,-0.01411002
9.635,-0.01577542
9.64,-0.01706763
9.645,-0.01789046
9.65,-0.01804995
9.655,-0.01771073
9.66,-0.01726002
9.665,-0.0170289
9.67,-0.01696
9.675,-0.01679055
9.68,-0.01673658
9.685,-0.01694253
9.69,-0.01736647
9.695,-0.0179633
9.7,-0.01874502
9.705,-0.01967389
9.71,-0.02075294
9.715,-0.02197947
9.72,-0.02325949
9.725,-0.02434455
9.73,-0.02505743
9.735,-0.02523033
9.74,-0.02483518
9.745,-0.02375487
9.75,-0.02216137
9.755,-0.0204837
9.76,-0.01857034
9.765,-0.01627345
9.77,-0.01386814
9.775,-0.01154742
9.78,-0.009354676
9.785,-0.007322074
9.79,-0.005648599
9.795,-0.004282644
9.8,-0.003121757
9.805,-0.002094153
9.81,-0.001136222
9.815,-0.0001742954
9.82,0.0007744527
9.825,0.001627058
9.83,0.002476517
9.835,0.003233474
9.84,0.003898644
9.845,0.004614983
9.85,0.005236336
9.855,0.005778549
9.86,0.006264145
9.865,0.0065801
9.87,0.006806693
9.875,0.006960607
9.88,0.007002911
9.885,0.006898182
9.89,0.006716265
9.895,0.006509622
9.9,0.006199785
9.905,0.005821151
9.91,0.005401394
9.915,0.004890365
9.92,0.004303666
9.925,0.003761668
9.93,0.003273699
9.935,0.00278588
9.94,0.002349456
9.945,0.001962037
9.95,0.001591862
9.955,0.001260711
9.96,0.0009692169
9.965,0.0007109651
9.97,0.0005080015
9.975,0.0003636195
9.98,0.0002503381
9.985,0.0001494165
9.99,7.11262e-05
9.995,2.323072e-05
10,2.44309e-06
